Life is a zoo in a jungle.
Well done is better than well said.
Friends have all things in common.
Live always in the best company when you read.
Nothing is as far away as one minute ago.
Success is never final.
What is written without effort is in general read without pleasure.
""
Hope is a waking dream.
Well begun is half done.
Self-confidence is the first requisite to great undertakings.
"If someone wants a sheep, then that means that he exists."
We can only learn to love by loving.
Life's a voyage that's homeward bound.
Much learning does not teach understanding.
A friend is a second self.
Only in the agony of parting do we look into the depths of love.
Regret for wasted time is more wasted time.
Nothing fails like success.
A genius is just a talented person who does his homework.
"While there's life, there's hope."
All noble things are as difficult as they are rare.
""
"Be silent as to services you have rendered, but speak of favours you have received."
"''Light fuse and get away'' may work for a Roman candle, but not so much for the wrath of a woman scorned."
"If you would be loved, love and be lovable."
""
Education is the best provision for old age.
A friend to all is a friend to none.
A book that is shut is but a block.
"Dost thou love life? Then do not squander time, for that is the stuff life is made of."
Eighty percent of success is showing up.
Sincerity is the way of Heaven.
Great hopes make great men.
Rather be dead than cool.
Concentration comes out of a combination of confidence and hunger.
"Love truth, and pardon error."
To love is to receive a glimpse of heaven.
Life is a long lesson in humility.
College isn't the place to go for ideas.
"United we stand, divided we fall."
Farewell! God knows when we shall meet again.
"Employ thy time well, if thou meanest to get leisure."
"My mother drew a distinction between achievement and success. She said that 'achievement is the knowledge that you have studied and worked hard and done the best that is in you. Success is being praised by others, and that's nice, too, but not as import"
"Whatever you do, do cautiously, and look to the end."
He who has never hoped can never despair.
"Judgement, not passion should prevail."
The merit of an action lies in finishing it to the end.
A man travels the world over in search of what he needs and returns home to find it.
Love is or it ain't. Thin love ain't love at all.
Life is not fair; get used to it.
Strong reasons make strong actions.
The shifts of Fortune test the reliability of friends.
Reading is sometimes an ingenious device for avoiding thought.
Punctuality is the soul of business.
"Our aim should be service, not success."
Weakness of attitude becomes weakness of character.
He that lives upon hope will die fasting.
Blaze with the fire that is never extinguished.
"If I have lost confidence in myself, I have the universe against me."
Those who are believed to be most abject and humble are usually most ambitious and envious.
"Love is, above all else, the gift of oneself."
A man's character is his fate.
Education has for its object the formation of character.
A friend should bear his friend's infirmities.
Let no one ever come to you without leaving better and happier.
"If you can concentrate always on the present, you'll be a happy man."
You always pass failure on the way to success.
Quality is never an accident; it is always the result of intelligent effort.
Hope is only the love of life.
The greatest risk is the risk of riskless living.
Do not do to others what angers you if done to you by others.
The fellow who has no money is poor. The fellow who has nothing but money is poorer still.
The first duty of love is to listen.
There is more to life than increasing its speed.
Be nice to nerds. Chances are you'll end up working for one.
"Prosperity makes friends, adversity tries them."
A room without books is like a body without a soul.
Doing a thing well is often a waste of time.
Luck is the residue of design.
God doesn't require us to succeed; he only requires that you try.
Fear cannot be without hope nor hope without fear.
The only greatness for man is immortality.
"I was always looking outside myself for strength and confidence, but it comes from within. It is there all the time."
The endeavor to understand is the first and only basis of virtue.
Learning to love yourself is the greatest love of all.
"A man has to have a code, a way of life to live by."
Tell me and I forget. Teach me and I remember. Involve me and I learn.
"Be slow in choosing a friend, slower in changing."
Man's feelings are always purest and most glowing in the hour of meeting and of farewell.
Time is the most valuable thing a man can spend.
A minute's success pays the failure of years.
Happiness lies in the joy of achievement and the thrill of creative effort.
I know how men in exile feed on dreams of hope.
Challenges are what make life interesting; overcoming them is what makes life meaningful.
"Education begins a gentleman, conversation completes him."
